Symbol	Location
CXCR6	Plasma membrane
GGTLC1	Plasma membrane
CHRNB2	Plasma membrane
SLC22A11	Plasma membrane
AAMP	Plasma membrane
C5AR1	Plasma membrane
ERMAP	Plasma membrane
JAG1	Plasma membrane
SLC22A18	Plasma membrane
CA4	Plasma membrane
OR1F1	Plasma membrane
WASHC2C	Plasma membrane
LY6E	Plasma membrane
FER	Plasma membrane
OR2T34	Plasma membrane
KCNMB2	Plasma membrane
OR4F29	Plasma membrane
CACNG3	Plasma membrane
P2RY10	Plasma membrane
OR14K1	Plasma membrane
LY6H	Plasma membrane
AMBP	Plasma membrane
OR2D2	Plasma membrane
PDE9A	Plasma membrane
RHOU	Plasma membrane
PTPRU	Plasma membrane
CATSPER4	Plasma membrane
GPR152	Plasma membrane
COMT	Plasma membrane
CABP2	Plasma membrane
PDPN	Plasma membrane
MCHR1	Plasma membrane
GNAT2	Plasma membrane
NRG4	Plasma membrane
CEACAM7	Plasma membrane
OR2A5	Plasma membrane
CNTN1	Plasma membrane
GPR25	Plasma membrane
EPHA5	Plasma membrane
UBE2B	Plasma membrane
PTGFR	Plasma membrane
OR6T1	Plasma membrane
SLC22A14	Plasma membrane
SPACA4	Plasma membrane
OR7D4	Plasma membrane
RSC1A1	Plasma membrane
TECTB	Plasma membrane
ABCB6	Plasma membrane
RAPSN	Plasma membrane
ABCB4	Plasma membrane
OR6C3	Plasma membrane
PARD3	Plasma membrane
SLAMF6	Plasma membrane
POTED	Plasma membrane
OR52A5	Plasma membrane
CEACAM1	Plasma membrane
VMP1	Plasma membrane
STEAP4	Plasma membrane
CLASP2	Plasma membrane
OR5D14	Plasma membrane
NOD1	Plasma membrane
CD68	Plasma membrane
STX6	Plasma membrane
TRGV3	Plasma membrane
CDH8	Plasma membrane
GNG11	Plasma membrane
RELL2	Plasma membrane
DLC1	Plasma membrane
ANTXR2	Plasma membrane
PDZD3	Plasma membrane
RALB	Plasma membrane
MUC17	Plasma membrane
AP2S1	Plasma membrane
IFNL1	Plasma membrane
GPR84	Plasma membrane
CCR1	Plasma membrane
OR10J5	Plasma membrane
VAMP5	Plasma membrane
PRTN3	Plasma membrane
PERP	Plasma membrane
UTS2R	Plasma membrane
GPR52	Plasma membrane
STEAP2	Plasma membrane
PCDH12	Plasma membrane
USP8	Plasma membrane
MRGPRX2	Plasma membrane
PLCH2	Plasma membrane
HTR3E	Plasma membrane
NRP1	Plasma membrane
PCDH19	Plasma membrane
TES	Plasma membrane
OR51F2	Plasma membrane
STXBP2	Plasma membrane
FRMPD2	Plasma membrane
OR52B6	Plasma membrane
OR6C4	Plasma membrane
PLAUR	Plasma membrane
BMX	Plasma membrane
KCNIP1	Plasma membrane
LGR5	Plasma membrane
GPR19	Plasma membrane
NPSR1	Plasma membrane
FMN1	Plasma membrane
CD1D	Plasma membrane
GPR3	Plasma membrane
ATP6V0A1	Plasma membrane
LRBA	Plasma membrane
NPTN	Plasma membrane
OR4D11	Plasma membrane
MAGI3	Plasma membrane
MYH9	Plasma membrane
SLC25A13	Plasma membrane
UBE2D2	Plasma membrane
PCDHB7	Plasma membrane
RAB3D	Plasma membrane
NOXA1	Plasma membrane
ALG10B	Plasma membrane
MRGPRX1	Plasma membrane
SHROOM4	Plasma membrane
MCAM	Plasma membrane
MEGF11	Plasma membrane
ATP2B4	Plasma membrane
FCGR2B	Plasma membrane
PCDHB13	Plasma membrane
SEMA4G	Plasma membrane
THY1	Plasma membrane
FURIN	Plasma membrane
PCDHGA2	Plasma membrane
GPR45	Plasma membrane
RELL1	Plasma membrane
NOS3	Plasma membrane
PLPP5	Plasma membrane
OR8U1	Plasma membrane
GRIN2D	Plasma membrane
CGN	Plasma membrane
OR6K2	Plasma membrane
TLR2	Plasma membrane
OR2C1	Plasma membrane
MRAS	Plasma membrane
PCDHB3	Plasma membrane
SSTR2	Plasma membrane
ENTPD8	Plasma membrane
CYTH2	Plasma membrane
GAPT	Plasma membrane
DAG1	Plasma membrane
RAP1A	Plasma membrane
OR2G3	Plasma membrane
CADM2	Plasma membrane
ITM2C	Plasma membrane
WWP1	Plasma membrane
RHBDL2	Plasma membrane
EPB41L2	Plasma membrane
KCNQ1	Plasma membrane
CD8B	Plasma membrane
PLA2R1	Plasma membrane
KIR2DL3	Plasma membrane
C9	Plasma membrane
PCDHA8	Plasma membrane
IL1R2	Plasma membrane
RHOJ	Plasma membrane
GPR173	Plasma membrane
P2RY12	Plasma membrane
DLG1	Plasma membrane
RAB5C	Plasma membrane
KIAA0319	Plasma membrane
CNNM2	Plasma membrane
CIB1	Plasma membrane
DIRAS1	Plasma membrane
OR1C1	Plasma membrane
CYP4A11	Plasma membrane
LAIR1	Plasma membrane
FADD	Plasma membrane
PIK3C2A	Plasma membrane
OR56B4	Plasma membrane
HM13	Plasma membrane
GJB4	Plasma membrane
PTGDR2	Plasma membrane
CLSTN2	Plasma membrane
SLC6A20	Plasma membrane
GJB3	Plasma membrane
PDIA6	Plasma membrane
S100A6	Plasma membrane
SLC12A6	Plasma membrane
OR8H1	Plasma membrane
SEMA7A	Plasma membrane
OR7C1	Plasma membrane
SLC31A1	Plasma membrane
SGMS2	Plasma membrane
PTGER1	Plasma membrane
SLC12A9	Plasma membrane
VN1R1	Plasma membrane
NPHP1	Plasma membrane
BAIAP2L2	Plasma membrane
OR6K6	Plasma membrane
INSRR	Plasma membrane
MARVELD2	Plasma membrane
OR10A2	Plasma membrane
CHRNB4	Plasma membrane
LDLRAP1	Plasma membrane
CLCA2	Plasma membrane
ATP10A	Plasma membrane
BTK	Plasma membrane
PCDH17	Plasma membrane
TGFBR1	Plasma membrane
CEACAM8	Plasma membrane
OR1N1	Plasma membrane
CCRL2	Plasma membrane
MCOLN1	Plasma membrane
ADGRE3	Plasma membrane
GPR20	Plasma membrane
LPAR2	Plasma membrane
OR4M1	Plasma membrane
OR2A42	Plasma membrane
ADGRL4	Plasma membrane
PROKR2	Plasma membrane
ADGRG5	Plasma membrane
DVL2	Plasma membrane
CD300LF	Plasma membrane
OR2F2	Plasma membrane
KIR2DL1	Plasma membrane
CLEC4M	Plasma membrane
CLDN25	Plasma membrane
CLDN16	Plasma membrane
GABRG2	Plasma membrane
GABRA4	Plasma membrane
CALY	Plasma membrane
OR6C75	Plasma membrane
DRD4	Plasma membrane
CDH23	Plasma membrane
RASA3	Plasma membrane
OR51A2	Plasma membrane
SPTBN1	Plasma membrane
STXBP5	Plasma membrane
OR7G2	Plasma membrane
CDH20	Plasma membrane
OR6S1	Plasma membrane
FCAMR	Plasma membrane
GYPC	Plasma membrane
CD8A	Plasma membrane
CDH1	Plasma membrane
TNFRSF1A	Plasma membrane
HTR2B	Plasma membrane
CCR2	Plasma membrane
HRH4	Plasma membrane
SGCD	Plasma membrane
LSR	Plasma membrane
OR5I1	Plasma membrane
ADD2	Plasma membrane
FFAR4	Plasma membrane
CADM1	Plasma membrane
ARL4A	Plasma membrane
FZD2	Plasma membrane
OR52N4	Plasma membrane
PLXNA3	Plasma membrane
MAP4K2	Plasma membrane
EPHB1	Plasma membrane
ANO2	Plasma membrane
FGF10	Plasma membrane
HCRTR2	Plasma membrane
ENPEP	Plasma membrane
GJA9	Plasma membrane
NPY5R	Plasma membrane
CLDN10	Plasma membrane
DNAJC5	Plasma membrane
KIF19	Plasma membrane
SMIM23	Plasma membrane
CNTFR	Plasma membrane
PCDHB10	Plasma membrane
MC3R	Plasma membrane
FZD1	Plasma membrane
GLP2R	Plasma membrane
APLP1	Plasma membrane
PCDHB15	Plasma membrane
FCRL4	Plasma membrane
UMOD	Plasma membrane
NTM	Plasma membrane
OR52L1	Plasma membrane
UBL3	Plasma membrane
NRAS	Plasma membrane
P2RY11	Plasma membrane
CLDN15	Plasma membrane
CR1	Plasma membrane
PLEK2	Plasma membrane
LYPD6B	Plasma membrane
GABRG1	Plasma membrane
STIM1	Plasma membrane
GPR183	Plasma membrane
ADCY1	Plasma membrane
ANK1	Plasma membrane
TUB	Plasma membrane
BST1	Plasma membrane
PLGRKT	Plasma membrane
ANOS1	Plasma membrane
TGOLN2	Plasma membrane
ITLN1	Plasma membrane
ATP6V1G1	Plasma membrane
KCNMB4	Plasma membrane
MMP17	Plasma membrane
NPY4R	Plasma membrane
CUBN	Plasma membrane
SLC29A2	Plasma membrane
CLDN11	Plasma membrane
OR8B8	Plasma membrane
GPR87	Plasma membrane
CLDN17	Plasma membrane
GRM7	Plasma membrane
ADGRB3	Plasma membrane
DRD2	Plasma membrane
CXCR2	Plasma membrane
ADORA1	Plasma membrane
GPER1	Plasma membrane
EPOR	Plasma membrane
SLC12A3	Plasma membrane
HLA-B	Plasma membrane
TRPC5	Plasma membrane
GPR62	Plasma membrane
OR4D1	Plasma membrane
BCAR1	Plasma membrane
ADCYAP1R1	Plasma membrane
AMMECR1	Plasma membrane
OR1L6	Plasma membrane
ANK2	Plasma membrane
AQP5	Plasma membrane
MC2R	Plasma membrane
SLC16A4	Plasma membrane
ANTXR1	Plasma membrane
GRIK5	Plasma membrane
AAK1	Plasma membrane
OR8B4	Plasma membrane
MUC15	Plasma membrane
PMP22	Plasma membrane
S100A7	Plasma membrane
RAB40B	Plasma membrane
NOTCH3	Plasma membrane
LDLR	Plasma membrane
ARFIP2	Plasma membrane
DLL1	Plasma membrane
SLCO2A1	Plasma membrane
GNGT1	Plasma membrane
ADRA1D	Plasma membrane
SLC47A2	Plasma membrane
ANXA3	Plasma membrane
ATRN	Plasma membrane
GNB1	Plasma membrane
NCR3LG1	Plasma membrane
SCNN1G	Plasma membrane
TXK	Plasma membrane
LNPEP	Plasma membrane
TNS4	Plasma membrane
LIMD1	Plasma membrane
IL1RAPL1	Plasma membrane
CRB2	Plasma membrane
KISS1R	Plasma membrane
DSC1	Plasma membrane
DIXDC1	Plasma membrane
CDK5R2	Plasma membrane
CBLIF	Plasma membrane
PAK1	Plasma membrane
CLDN18	Plasma membrane
SORBS1	Plasma membrane
GBP2	Plasma membrane
OTOA	Plasma membrane
HBEGF	Plasma membrane
FLRT3	Plasma membrane
PCDHA2	Plasma membrane
OR6C76	Plasma membrane
CT83	Plasma membrane
FGFR3	Plasma membrane
LY6G6C	Plasma membrane
GJD2	Plasma membrane
OR3A1	Plasma membrane
SCNN1B	Plasma membrane
KCNIP3	Plasma membrane
CDH17	Plasma membrane
GABRG3	Plasma membrane
CTNND1	Plasma membrane
OR8B2	Plasma membrane
PTAFR	Plasma membrane
KEL	Plasma membrane
CFLAR	Plasma membrane
DCHS1	Plasma membrane
YES1	Plasma membrane
ADORA2A	Plasma membrane
S100A8	Plasma membrane
RAB3C	Plasma membrane
RHCG	Plasma membrane
GRK5	Plasma membrane
SLCO1A2	Plasma membrane
GLRB	Plasma membrane
RIT2	Plasma membrane
ADGRB1	Plasma membrane
IFNAR2	Plasma membrane
OR51Q1	Plasma membrane
CD274	Plasma membrane
CD163L1	Plasma membrane
DAGLA	Plasma membrane
DNAJB4	Plasma membrane
PEAK1	Plasma membrane
MGRN1	Plasma membrane
OR8K1	Plasma membrane
AP2A1	Plasma membrane
ADGRE2	Plasma membrane
JAML	Plasma membrane
BEST4	Plasma membrane
PLXNB1	Plasma membrane
CD59	Plasma membrane
OR5K4	Plasma membrane
AQP2	Plasma membrane
GRIN2A	Plasma membrane
SHH	Plasma membrane
AC135068.1	Plasma membrane
PCDH15	Plasma membrane
SLC34A1	Plasma membrane
RAB38	Plasma membrane
CAP1	Plasma membrane
GJC3	Plasma membrane
GPR182	Plasma membrane
OR10D3	Plasma membrane
OR5H14	Plasma membrane
PRKG1	Plasma membrane
OR4A5	Plasma membrane
CACNA1I	Plasma membrane
G3BP1	Plasma membrane
ERBIN	Plasma membrane
TLN1	Plasma membrane
CHRNA9	Plasma membrane
OR6C1	Plasma membrane
FCGR1A	Plasma membrane
CD300A	Plasma membrane
CNNM4	Plasma membrane
ART3	Plasma membrane
MELTF	Plasma membrane
SLC16A8	Plasma membrane
OR10A5	Plasma membrane
OR4A16	Plasma membrane
EWSR1	Plasma membrane
HTR6	Plasma membrane
CD86	Plasma membrane
DSCAML1	Plasma membrane
PTGDR	Plasma membrane
CD14	Plasma membrane
MYO6	Plasma membrane
SMPD3	Plasma membrane
XCR1	Plasma membrane
MEGF10	Plasma membrane
PATJ	Plasma membrane
RACK1	Plasma membrane
CALN1	Plasma membrane
PLPP1	Plasma membrane
RND1	Plasma membrane
ESR1	Plasma membrane
OR2A12	Plasma membrane
ALPI	Plasma membrane
LAX1	Plasma membrane
GNG2	Plasma membrane
CTNNA2	Plasma membrane
PIGR	Plasma membrane
FZD7	Plasma membrane
CD48	Plasma membrane
MPP7	Plasma membrane
EFNA1	Plasma membrane
CNNM1	Plasma membrane
GPR153	Plasma membrane
IFITM5	Plasma membrane
VTCN1	Plasma membrane
CALM1	Plasma membrane
MAST1	Plasma membrane
GPC6	Plasma membrane
GABRB2	Plasma membrane
OR2AT4	Plasma membrane
PTPRJ	Plasma membrane
RAB4B	Plasma membrane
RAB17	Plasma membrane
AMER3	Plasma membrane
CLDN3	Plasma membrane
FPR2	Plasma membrane
ENAH	Plasma membrane
NCR1	Plasma membrane
SLC9A4	Plasma membrane
TACR1	Plasma membrane
OR2M7	Plasma membrane
CACNB3	Plasma membrane
GPC2	Plasma membrane
CHRM2	Plasma membrane
SNCA	Plasma membrane
OR2G6	Plasma membrane
IL17RD	Plasma membrane
EDA	Plasma membrane
MUC20	Plasma membrane
DYSF	Plasma membrane
AKT1	Plasma membrane
SPRY2	Plasma membrane
RAB9A	Plasma membrane
CD3G	Plasma membrane
VPS28	Plasma membrane
SLC16A7	Plasma membrane
MTNR1A	Plasma membrane
OR7E24	Plasma membrane
LCT	Plasma membrane
FERMT1	Plasma membrane
LIMA1	Plasma membrane
SLC11A2	Plasma membrane
ENOX1	Plasma membrane
DIAPH1	Plasma membrane
FCER2	Plasma membrane
RAB8A	Plasma membrane
OR2A4	Plasma membrane
MCF2L	Plasma membrane
OR51M1	Plasma membrane
OR8K5	Plasma membrane
ILDR1	Plasma membrane
CDH18	Plasma membrane
CNTN3	Plasma membrane
GABRA1	Plasma membrane
SEZ6L2	Plasma membrane
FOCAD	Plasma membrane
CYSLTR1	Plasma membrane
CACNB2	Plasma membrane
PTGER4	Plasma membrane
ATP2B3	Plasma membrane
ARHGEF2	Plasma membrane
DNER	Plasma membrane
CLCA4	Plasma membrane
GABRB1	Plasma membrane
HRH2	Plasma membrane
OR1K1	Plasma membrane
OR4K15	Plasma membrane
NF2	Plasma membrane
TREH	Plasma membrane
CD320	Plasma membrane
GPR88	Plasma membrane
PCDH11X	Plasma membrane
PCDHA13	Plasma membrane
ZFYVE21	Plasma membrane
ITPRIP	Plasma membrane
GSK3B	Plasma membrane
TSPAN6	Plasma membrane
TSPAN6	Cytosol
SCYL3	Cytoskeleton
C1orf112	Mitochondrion
CFH	Cytosol
GCLC	Nucleus
STPG1	Nucleus
NIPAL3	Nucleus
ANKIB1	Cytosol
ANKIB1	Plasma membrane
CYP51A1	Endoplasmic Reticulum
KRIT1	Cytosol
RAD52	Nucleus
LAP3	Cytosol
CD99	Golgi apparatus
HS3ST1	Cytosol
HECW1	Cytosol
LASP1	Cytosol
LASP1	Plasma membrane
SNX11	Cytosol
TMEM176A	Mitochondrion
KLHL13	Cytosol
CYP26B1	Cytosol
DBNDD1	Nucleus
CASP10	Golgi apparatus
CFLAR	Cytosol
CFLAR	Nucleus
MTMR7	Cytosol
MTMR7	Nucleus
SLC7A2	Plasma membrane
SARM1	Cytosol
POLDIP2	Mitochondrion
CD38	Plasma membrane
FKBP4	Cytosol
RBM6	Nucleus
CAMKK1	Cytosol
VPS50	Cytosol
HSPB6	Cytosol
ARHGAP33	Plasma membrane
SLC22A16	Cytosol
ZMYND10	Plasma membrane
ST7	Nucleus
CDC27	Nucleus
HCCS	Mitochondrion
DVL2	Nucleus
PRSS22	Nucleus
SKAP2	Nucleus
MCUB	Mitochondrion
MCUB	Nucleus
MCUB	Cytosol
MEOX1	Nucleus
RPAP3	Cytosol
REXO5	Nucleus
CIAPIN1	Mitochondrion
SPPL2B	Nucleus
SPPL2B	Plasma membrane
FAM214B	Nucleus
PRKAR2B	Mitochondrion
MPO	Cytosol
WDR54	Cytosol
CROT	Cytosol
ABCB4	Cytoskeleton
ABCB4	Nucleus
RHBDD2	Golgi apparatus
PDK2	Nucleus
ITGA3	Plasma membrane
LAMP2	Cytosol
ITGA2B	Plasma membrane
GDE1	Cytosol
REX1BD	Cytosol
OSBPL7	Cytosol
OSBPL7	Nucleus
TMEM98	Nucleus
MAP3K14	Cytosol
ABCC8	Nucleus
TMEM132A	Mitochondrion
AP2B1	Cytosol
ZNF263	Cytosol
SPATA20	Nucleus
TNFRSF12A	Cytosol
TNFRSF12A	Plasma membrane
DLX6	Nucleus
MAP3K9	Nucleus
BAIAP2L1	Plasma membrane
ETV1	Nucleus
AGK	Mitochondrion
PHTF2	Nucleus
FARP2	Cytosol
IFRD1	Cytosol
IFRD1	Plasma membrane
ELAC2	Nucleus
SCIN	Plasma membrane
ARSD	Cytosol
CDKL3	Nucleus
CDKL3	Cytosol
UPP2	Nucleus
PRSS21	Cytosol
MARK4	Cytosol
CCDC124	Cytosol
CCDC124	Plasma membrane
KIAA0100	Cytosol
KIAA0100	Nucleus
GAS7	Plasma membrane
MATK	Cytoskeleton
SCN4A	Nucleus
ST7L	Cytoskeleton
TKTL1	Cytosol
RPUSD1	Golgi apparatus
RHBDF1	Cytosol
LUC7L	Nucleus
CACNA2D2	Cytosol
TSR3	Cytosol
PIGQ	Golgi apparatus
PIGQ	Cytosol
CRAMP1	Nucleus
DNAJC11	Mitochondrion
JARID2	Mitochondrion
NADK	Nucleus
TFAP2D	Nucleus
DLEC1	Cytosol
CYTH3	Cytosol
ADAM22	Plasma membrane
SPAG9	Cytosol
AASS	Mitochondrion
PLEKHG6	Plasma membrane
SS18L2	Mitochondrion
SS18L2	Nucleus
MPND	Nucleus
CRY1	Cytoskeleton
PGLYRP1	Cytosol
RHOBTB2	Plasma membrane
HEATR5B	Nucleus
RPS20	Endoplasmic Reticulum
CSDE1	Cytosol
CSDE1	Plasma membrane
UBE3C	Mitochondrion
UBE3C	Nucleus
REV3L	Nucleus
MASP2	Golgi apparatus
FAM76A	Cytosol
FAM76A	Nucleus
TRAF3IP3	Cytosol
POMT2	Nucleus
VTA1	Cytosol
VTA1	Nucleus
SPRTN	Nucleus
METTL13	Cytosol
DYRK4	Cytosol
STARD3NL	Cytosol
NCAPD2	Cytosol
NISCH	Cytosol
NISCH	Nucleus
STAB1	Cytosol
FUZ	Cytosol
SLC6A13	Mitochondrion
PRSS3	Cytosol
ZNF200	Mitochondrion
LRRC23	Nucleus
HFE	Plasma membrane
SCMH1	Nucleus
ELOA	Nucleus
LYPLA2	Cytosol
CLCN6	Cytosol
CLCN6	Plasma membrane
NME1-NME2	Cytosol
TSPAN9	Golgi apparatus
TSPAN9	Nucleus
APBA3	Cytosol
ABHD5	Cytosol
MBTD1	Nucleus
RNF216	Cytosol
DPF1	Cytosol
DPF1	Nucleus
LARS2	Mitochondrion
WIZ	Nucleus
PPP5C	Cytosol
CEP68	Nucleus
TYROBP	Plasma membrane
TMEM159	Cytosol
GABRA3	Plasma membrane
MBTPS2	Cytosol
MBTPS2	Mitochondrion
MBTPS2	Nucleus
NR1H4	Nucleus
KDM5D	Nucleus
CALCOCO1	Cytosol
UBR7	Nucleus
MAP4K5	Cytosol
PSMC4	Cytosol
SLC7A14	Cytosol
MVP	Cytosol
PGM3	Cytosol
PGM3	Nucleus
RWDD2A	Cytosol
POLR3B	Nucleus
ANGEL1	Nucleus
DDX11	Nucleus
HEBP1	Cytosol
GPRC5A	Cytosol
TACC3	Cytosol
TACC3	Mitochondrion
CAPN1	Cytosol
MDH1	Cytoskeleton
MDH1	Cytosol
MTMR11	Cytoskeleton
CCDC88C	Nucleus
WAS	Plasma membrane
DPEP1	Nucleus
BID	Cytosol
RGPD5	Nucleus
RGPD5	Cytosol
STMN4	Golgi apparatus
NUDCD3	Cytosol
NUDCD3	Plasma membrane
IL20RA	Cytosol
GLT8D1	Mitochondrion
SLC38A5	Plasma membrane
SLC38A5	Cytosol
RALBP1	Cytosol
RUFY3	Cytosol
SLC11A1	Mitochondrion
CXorf56	Nucleus
TTC27	Mitochondrion
ZNF582	Cytosol
VSIG2	Nucleus
PHLDB1	Nucleus
MARCO	Golgi apparatus
CYP24A1	Nucleus
SYT13	Cytosol
SNAI2	Nucleus
CD74	Golgi apparatus
ZFP64	Nucleus
SAMD4A	Plasma membrane
RUNX3	Cytosol
MRE11	Nucleus
SERPINB1	Cytosol
CYP3A43	Cytosol
FHL1	Cytosol
RTF2	Nucleus
NLRP2	Cytosol
NLRP2	Golgi apparatus
SLC45A4	Plasma membrane
RNF10	Nucleus
ZNF839	Plasma membrane
GRAMD1B	Endoplasmic Reticulum
GRAMD1B	Plasma membrane
RNH1	Cytosol
RNH1	Nucleus
BIRC3	Cytosol
AKAP11	Cytosol
AKAP11	Nucleus
AKAP11	Plasma membrane
DERA	Nucleus
STRAP	Cytosol
PLEKHO1	Mitochondrion
GCLM	Nucleus
UBR2	Nucleus
CCDC28A	Plasma membrane
HSD17B6	Nucleus
HSD17B6	Cytosol
NR1H3	Nucleus
TYMP	Golgi apparatus
TYMP	Nucleus
TOMM34	Cytosol
KPNA6	Cytosol
KCNG1	Cytosol
AGPAT4	Golgi apparatus
SLAMF7	Cytosol
BTN3A1	Cytosol
PRKCH	Cytosol
IFNGR1	Plasma membrane
POU2F2	Cytosol
BRD9	Nucleus
SNX1	Lysosome
BCLAF1	Nucleus
SLC39A9	Endoplasmic Reticulum
RABEP1	Cytosol
HMGB3	Nucleus
GRN	Lysosome
FAM13B	Nucleus
SARS	Cytosol
EIPR1	Nucleus
PNPLA6	Cytosol
ZCCHC8	Nucleus
ABCF2	Cytosol
CHPF2	Cytosol
CHPF2	Nucleus
LRRC7	Cytosol
LRRC7	Plasma membrane
UBA6	Cytosol
UBA6	Nucleus
GAB2	Plasma membrane
ATP6V0A1	Golgi apparatus
ATP6V0A1	Cytosol
PIAS1	Cytoskeleton
APBA2	Golgi apparatus
MAP2K3	Cytosol
MAP2K3	Nucleus
EFCAB1	Nucleus
ASTE1	Endoplasmic Reticulum
PEX3	Nucleus
GABARAPL2	Cytosol
GABARAPL2	Nucleus
SH3YL1	Nucleus
FAM136A	Mitochondrion
DEPDC1B	Golgi apparatus
DAPK2	Golgi apparatus
DAPK2	Cytosol
NSMAF	Nucleus
ADSS	Cytosol
STAP1	Cytosol
TBC1D23	Golgi apparatus
MYOM2	Mitochondrion
AC118549.1	Nucleus
USP2	Cytosol
RPL26L1	Cytosol
RPL26L1	Endoplasmic Reticulum
FBXO42	Nucleus
MFAP3	Golgi apparatus
MRI1	Cytosol
PI4K2B	Cytosol
BOD1L1	Nucleus
MAT2B	Plasma membrane
TLL1	Cytosol
EDC4	Cytosol
TRIO	Cytosol
VCAN	Cytosol
CLEC16A	Nucleus
CLEC16A	Cytosol
ZFYVE16	Cytosol
RIPOR1	Cytosol
RIPOR1	Golgi apparatus
RAI14	Nucleus
PHLPP2	Cytosol
SPDL1	Cytosol
PQLC2	Cytosol
CTNS	Cytoskeleton
CTNS	Cytosol
PHF23	Nucleus
INPP4A	Nucleus
RAB27B	Plasma membrane
PSMA4	Cytosol
MYO16	Cytosol
LSG1	Cytosol
THAP3	Nucleus
RIPOR3	Nucleus
SPATA7	Cytosol
SPATA7	Mitochondrion
SPATA7	Nucleus
RETSAT	Nucleus
DCUN1D1	Nucleus
TRIT1	Mitochondrion
PHKA2	Nucleus
EPHA3	Cytosol
EPHA3	Nucleus
HSPA5	Cytosol
GEMIN8	Cytosol
PREX2	Endoplasmic Reticulum
WDR37	Cytoskeleton
YTHDC2	Nucleus
CTPS2	Cytosol
CTPS2	Mitochondrion
ATP6V1H	Cytoskeleton
ATP6V1H	Cytosol
FAM214A	Nucleus
KIAA0556	Nucleus
XK	Mitochondrion
C12orf4	Nucleus
SCML1	Nucleus
WWC3	Cytosol
ARHGAP6	Cytosol
MAP4	Cytosol
MAP4	Plasma membrane
ROS1	Cytosol
TSPAN17	Nucleus
NOP16	Nucleus
RRM2B	Cytosol
ZNF800	Nucleus
SNX29	Golgi apparatus
GUCA1A	Plasma membrane
VPS13D	Nucleus
VPS13D	Cytosol
CELF2	Nucleus
FAM120A	Cytosol
R3HDM1	Cytosol
R3HDM1	Nucleus
COL9A2	Cytosol
KITLG	Cytosol
H6PD	Cytosol
PER3	Cytosol
TNFRSF9	Plasma membrane
EPN3	Cytosol
LTBP1	Cytosol
ELN	Plasma membrane
RFC2	Nucleus
ARID1B	Nucleus
CLPTM1L	Endoplasmic Reticulum
PPP1R3F	Nucleus
PPP1R3F	Cytosol
NEXMIF	Nucleus
JKAMP	Cytosol
DKK3	Cytosol
ARHGEF5	Cytosol
ARHGEF5	Plasma membrane
NFE2L3	Nucleus
NFE2L3	Cytosol
SLC4A8	Plasma membrane
BCAR1	Cytosol
FAM160A2	Mitochondrion
HERPUD1	Cytosol
HERPUD1	Plasma membrane
HOMER3	Cytosol
POLQ	Nucleus
MPHOSPH9	Cytosol
MPHOSPH9	Plasma membrane
PLEKHA5	Cytosol
PLEKHA5	Nucleus
FNIP2	Cytosol
TTC17	Plasma membrane
ALX4	Nucleus
FSTL4	Mitochondrion
FOXN3	Nucleus
AKR7A2	Cytosol
MCF2L2	Cytosol
MCF2L2	Plasma membrane
NRIP2	Cytosol
NRIP2	Nucleus
LAMA3	Endoplasmic Reticulum
ANAPC4	Cytoskeleton
TRAPPC3	Cytosol
PHPT1	Cytosol
LY75	Golgi apparatus
ARID4B	Cytosol
ARID4B	Mitochondrion
OPN3	Nucleus
PTPRN	Endoplasmic Reticulum
HHAT	Golgi apparatus
KIF1B	Cytoskeleton
FOXC1	Nucleus
TBC1D22A	Golgi apparatus
PLEKHH1	Cytoskeleton
CHRDL2	Cytosol
FAM168A	Nucleus
RELT	Nucleus
SZRD1	Cytosol
SZRD1	Nucleus
CUL1	Nucleus
FAM114A2	Cytosol
CYFIP2	Endoplasmic Reticulum
GINM1	Nucleus
GINM1	Plasma membrane
EIF2AK2	Cytosol
MCOLN3	Cytosol
MCOLN3	Nucleus
PUM2	Cytosol
MRPL43	Nucleus
ITIH4	Cytosol
ITIH1	Cytosol
HPF1	Cytosol
ZFR	Nucleus
ZNF280C	Nucleus
PHF21B	Nucleus
TRAF1	Nucleus
RC3H2	Cytosol
IL17RB	Nucleus
TRAF3IP2	Golgi apparatus
GYG2	Cytosol
GYG2	Nucleus
DCBLD2	Cytosol
SERPINB3	Cytosol
PKP2	Plasma membrane
F7	Mitochondrion
PRDM1	Nucleus
ATG5	Cytoskeleton
TMCC3	Endoplasmic Reticulum
USP13	Cytosol
USP13	Nucleus
ATP11B	Cytosol
LAMC2	Cytosol
CDK14	Cytosol
PPP1R12A	Cytosol
RASGRF1	Golgi apparatus
CAMK2B	Plasma membrane
CROCC	Plasma membrane
ZC3H11A	Nucleus
RIOK2	Cytosol
YIPF1	Golgi apparatus
YIPF1	Plasma membrane
DGKG	Plasma membrane
DGKG	Cytosol
FLYWCH1	Nucleus
UNKL	Cytosol
PARP12	Nucleus
TARBP1	Nucleus
MXD1	Mitochondrion
CDK17	Cytosol
CDK17	Nucleus
DNAJC25	Nucleus
SLC2A3	Plasma membrane
PSD	Nucleus
YBX3	Cytosol
STYK1	Plasma membrane
WNK1	Cytosol
CCAR1	Nucleus
OGFR	Nucleus
PIGV	Cytosol
RIMBP2	Nucleus
COL11A1	Endoplasmic Reticulum
QSER1	Nucleus
HDAC7	Cytosol
LZTS1	Plasma membrane
PRDM6	Nucleus
NCKAP1	Cytosol
