symbol	kegg_terms
GNAI2	Adrenergic signaling in cardiomyocytes,Alcoholism,Apelin signaling pathway,Axon guidance,Chagas disease,Chemical carcinogenesis - receptor activation,Chemokine signaling pathway,Cholinergic synapse,Circadian entrainment,Cocaine addiction,Cushing syndrome,Dopaminergic synapse,Estrogen signaling pathway,GABAergic synapse,Gap junction,Gastric acid secretion,Glutamatergic synapse,Growth hormone synthesis secretion and action,Human cytomegalovirus infection,Human immunodeficiency virus 1 infection,Leukocyte transendothelial migration,Long-term depression,Melanogenesis,Morphine addiction,Oxytocin signaling pathway,Parathyroid hormone synthesis secretion and action,Parkinson disease,Pathways in cancer,Pertussis,Platelet activation,Progesterone-mediated oocyte maturation,Rap1 signaling pathway,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renin secretion,Retrograde endocannabinoid signaling,Serotonergic synapse,Sphingolipid signaling pathway,Toxoplasmosis,cAMP signaling pathway,cGMP-PKG signaling pathway
GIP	Adrenergic signaling in cardiomyocytes,Alcoholism,Apelin signaling pathway,Axon guidance,Chagas disease,Chemical carcinogenesis - receptor activation,Chemokine signaling pathway,Cholinergic synapse,Circadian entrainment,Cocaine addiction,Cushing syndrome,Dopaminergic synapse,Estrogen signaling pathway,GABAergic synapse,Gap junction,Gastric acid secretion,Glutamatergic synapse,Growth hormone synthesis secretion and action,Human cytomegalovirus infection,Human immunodeficiency virus 1 infection,Insulin secretion,Leukocyte transendothelial migration,Long-term depression,Melanogenesis,Morphine addiction,Neuroactive ligand-receptor interaction,Oxytocin signaling pathway,Parathyroid hormone synthesis secretion and action,Parkinson disease,Pathways in cancer,Pertussis,Platelet activation,Progesterone-mediated oocyte maturation,Rap1 signaling pathway,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renin secretion,Retrograde endocannabinoid signaling,Serotonergic synapse,Sphingolipid signaling pathway,Toxoplasmosis,cAMP signaling pathway,cAMP signaling pathway,cGMP-PKG signaling pathway
GNAI3	Adrenergic signaling in cardiomyocytes,Alcoholism,Apelin signaling pathway,Axon guidance,Chagas disease,Chemical carcinogenesis - receptor activation,Chemokine signaling pathway,Cholinergic synapse,Circadian entrainment,Cocaine addiction,Cushing syndrome,Dopaminergic synapse,Estrogen signaling pathway,GABAergic synapse,Gap junction,Gastric acid secretion,Glutamatergic synapse,Growth hormone synthesis secretion and action,Human cytomegalovirus infection,Human immunodeficiency virus 1 infection,Leukocyte transendothelial migration,Long-term depression,Melanogenesis,Morphine addiction,Oxytocin signaling pathway,Parathyroid hormone synthesis secretion and action,Parkinson disease,Pathways in cancer,Pertussis,Platelet activation,Progesterone-mediated oocyte maturation,Rap1 signaling pathway,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renin secretion,Retrograde endocannabinoid signaling,Serotonergic synapse,Sphingolipid signaling pathway,Toxoplasmosis,cAMP signaling pathway,cGMP-PKG signaling pathway
CMC1	Adrenergic signaling in cardiomyocytes,African trypanosomiasis,Aldosterone synthesis and secretion,Alzheimer disease,Amoebiasis,Apelin signaling pathway,Calcium signaling pathway,Chagas disease,Chemokine signaling pathway,Cholinergic synapse,Circadian entrainment,Cortisol synthesis and secretion,Cushing syndrome,Dopaminergic synapse,Endocrine and other factor-regulated calcium reabsorption,Estrogen signaling pathway,Gap junction,Gastric acid secretion,Glucagon signaling pathway,Glutamatergic synapse,GnRH secretion,GnRH signaling pathway,Growth hormone synthesis secretion and action,Human cytomegalovirus infection,Human immunodeficiency virus 1 infection,Huntington disease,Inflammatory mediator regulation of TRP channels,Insulin secretion,Long-term depression,Long-term potentiation,Melanogenesis,Oxytocin signaling pathway,Pancreatic secretion,Parathyroid hormone synthesis secretion and action,Pathways in cancer,Pathways of neurodegeneration - multiple diseases,Platelet activation,Rap1 signaling pathway,Renin secretion,Retrograde endocannabinoid signaling,Salivary secretion,Serotonergic synapse,Sphingolipid signaling pathway,Spinocerebellar ataxia,Thyroid hormone synthesis,Vascular smooth muscle contraction,Yersinia infection,cGMP-PKG signaling pathway
GNAS	Adrenergic signaling in cardiomyocytes,Alcoholism,Aldosterone synthesis and secretion,Amoebiasis,Amphetamine addiction,Bile secretion,Calcium signaling pathway,Chagas disease,Chemical carcinogenesis - receptor activation,Circadian entrainment,Cocaine addiction,Cortisol synthesis and secretion,Cushing syndrome,Dilated cardiomyopathy,Dopaminergic synapse,Endocrine and other factor-regulated calcium reabsorption,Endocrine resistance,Estrogen signaling pathway,Gap junction,Gastric acid secretion,Glucagon signaling pathway,Glutamatergic synapse,GnRH signaling pathway,Growth hormone synthesis secretion and action,Human cytomegalovirus infection,Human papillomavirus infection,Inflammatory mediator regulation of TRP channels,Insulin secretion,Long-term depression,Melanogenesis,Morphine addiction,Ovarian steroidogenesis,Oxytocin signaling pathway,Pancreatic secretion,Parathyroid hormone synthesis secretion and action,Parkinson disease,Pathways in cancer,Phospholipase D signaling pathway,Platelet activation,Rap1 signaling pathway,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renin secretion,Salivary secretion,Serotonergic synapse,Thermogenesis,Thyroid hormone synthesis,Vascular smooth muscle contraction,Vasopressin-regulated water reabsorption,Vibrio cholerae infection,cAMP signaling pathway
KCNE1	Adrenergic signaling in cardiomyocytes
KCNQ1	Adrenergic signaling in cardiomyocytes,Cholinergic synapse,Gastric acid secretion,Pancreatic secretion,Protein digestion and absorption,Vibrio cholerae infection
MYH7	Adrenergic signaling in cardiomyocytes,Cardiac muscle contraction,Dilated cardiomyopathy,Hypertrophic cardiomyopathy,Thyroid hormone signaling pathway,Viral myocarditis,cGMP-PKG signaling pathway
MYL4	Adrenergic signaling in cardiomyocytes,Apelin signaling pathway,Cardiac muscle contraction
ATF4	Adrenergic signaling in cardiomyocytes,Alcoholism,Aldosterone synthesis and secretion,Alzheimer disease,Amphetamine addiction,Amyotrophic lateral sclerosis,Apoptosis,Chemical carcinogenesis - receptor activation,Cholinergic synapse,Cocaine addiction,Cortisol synthesis and secretion,Cushing syndrome,Dopaminergic synapse,Estrogen signaling pathway,Glucagon signaling pathway,GnRH signaling pathway,Growth hormone synthesis secretion and action,Hepatitis B,Human T-cell leukemia virus 1 infection,Human cytomegalovirus infection,Insulin secretion,Lipid and atherosclerosis,Long-term potentiation,Longevity regulating pathway,MAPK signaling pathway,Mitophagy - animal,Neurotrophin signaling pathway,Non-alcoholic fatty liver disease,PI3K-Akt signaling pathway,Parathyroid hormone synthesis secretion and action,Parkinson disease,Pathways of neurodegeneration - multiple diseases,Prion disease,Prostate cancer,Protein processing in endoplasmic reticulum,Relaxin signaling pathway,TNF signaling pathway,Thyroid hormone synthesis,Viral carcinogenesis,cGMP-PKG signaling pathway
ATP1A1	Adrenergic signaling in cardiomyocytes,Adrenergic signaling in cardiomyocytes,Adrenergic signaling in cardiomyocytes,Aldosterone synthesis and secretion,Aldosterone synthesis and secretion,Aldosterone synthesis and secretion,Aldosterone-regulated sodium reabsorption,Aldosterone-regulated sodium reabsorption,Aldosterone-regulated sodium reabsorption,Bile secretion,Bile secretion,Bile secretion,Carbohydrate digestion and absorption,Carbohydrate digestion and absorption,Carbohydrate digestion and absorption,Cardiac muscle contraction,Cardiac muscle contraction,Cardiac muscle contraction,Endocrine and other factor-regulated calcium reabsorption,Endocrine and other factor-regulated calcium reabsorption,Endocrine and other factor-regulated calcium reabsorption,Gastric acid secretion,Gastric acid secretion,Gastric acid secretion,Insulin secretion,Insulin secretion,Insulin secretion,Mineral absorption,Mineral absorption,Mineral absorption,Pancreatic secretion,Pancreatic secretion,Pancreatic secretion,Protein digestion and absorption,Protein digestion and absorption,Protein digestion and absorption,Proximal tubule bicarbonate reclamation,Proximal tubule bicarbonate reclamation,Proximal tubule bicarbonate reclamation,Salivary secretion,Salivary secretion,Salivary secretion,Thyroid hormone signaling pathway,Thyroid hormone signaling pathway,Thyroid hormone signaling pathway,Thyroid hormone synthesis,Thyroid hormone synthesis,Thyroid hormone synthesis,cAMP signaling pathway,cAMP signaling pathway,cAMP signaling pathway,cGMP-PKG signaling pathway,cGMP-PKG signaling pathway,cGMP-PKG signaling pathway
ATP1A2	Adrenergic signaling in cardiomyocytes,Aldosterone synthesis and secretion,Aldosterone-regulated sodium reabsorption,Bile secretion,Carbohydrate digestion and absorption,Cardiac muscle contraction,Endocrine and other factor-regulated calcium reabsorption,Gastric acid secretion,Insulin secretion,Mineral absorption,Pancreatic secretion,Protein digestion and absorption,Proximal tubule bicarbonate reclamation,Salivary secretion,Thyroid hormone signaling pathway,Thyroid hormone synthesis,cAMP signaling pathway,cGMP-PKG signaling pathway
ATP1A4	Adrenergic signaling in cardiomyocytes,Aldosterone synthesis and secretion,Aldosterone-regulated sodium reabsorption,Bile secretion,Carbohydrate digestion and absorption,Cardiac muscle contraction,Endocrine and other factor-regulated calcium reabsorption,Gastric acid secretion,Insulin secretion,Mineral absorption,Pancreatic secretion,Protein digestion and absorption,Proximal tubule bicarbonate reclamation,Salivary secretion,Thyroid hormone signaling pathway,Thyroid hormone synthesis,cAMP signaling pathway,cGMP-PKG signaling pathway
ATP2A1	Adrenergic signaling in cardiomyocytes,Alzheimer disease,Arrhythmogenic right ventricular cardiomyopathy,Calcium signaling pathway,Cardiac muscle contraction,Diabetic cardiomyopathy,Dilated cardiomyopathy,Hypertrophic cardiomyopathy,Pancreatic secretion,Pathways of neurodegeneration - multiple diseases,Spinocerebellar ataxia,Thyroid hormone signaling pathway,cAMP signaling pathway,cGMP-PKG signaling pathway
ATP2A3	Adrenergic signaling in cardiomyocytes,Alzheimer disease,Arrhythmogenic right ventricular cardiomyopathy,Calcium signaling pathway,Cardiac muscle contraction,Diabetic cardiomyopathy,Dilated cardiomyopathy,Hypertrophic cardiomyopathy,Pancreatic secretion,Pathways of neurodegeneration - multiple diseases,Spinocerebellar ataxia,Thyroid hormone signaling pathway,cAMP signaling pathway,cGMP-PKG signaling pathway
ATP2B1	Adrenergic signaling in cardiomyocytes,Aldosterone synthesis and secretion,Calcium signaling pathway,Endocrine and other factor-regulated calcium reabsorption,Mineral absorption,Pancreatic secretion,Salivary secretion,cAMP signaling pathway,cGMP-PKG signaling pathway
ATP2B2	Adrenergic signaling in cardiomyocytes,Adrenergic signaling in cardiomyocytes,Aldosterone synthesis and secretion,Aldosterone synthesis and secretion,Calcium signaling pathway,Calcium signaling pathway,Endocrine and other factor-regulated calcium reabsorption,Endocrine and other factor-regulated calcium reabsorption,Mineral absorption,Mineral absorption,Pancreatic secretion,Pancreatic secretion,Salivary secretion,Salivary secretion,cAMP signaling pathway,cAMP signaling pathway,cGMP-PKG signaling pathway,cGMP-PKG signaling pathway
ATP2B3	Adrenergic signaling in cardiomyocytes,Aldosterone synthesis and secretion,Calcium signaling pathway,Endocrine and other factor-regulated calcium reabsorption,Mineral absorption,Pancreatic secretion,Salivary secretion,cAMP signaling pathway,cGMP-PKG signaling pathway
ATP2B4	Adrenergic signaling in cardiomyocytes,Aldosterone synthesis and secretion,Calcium signaling pathway,Endocrine and other factor-regulated calcium reabsorption,Mineral absorption,Pancreatic secretion,Salivary secretion,cAMP signaling pathway,cGMP-PKG signaling pathway
PIK3CG	Adrenergic signaling in cardiomyocytes,Apelin signaling pathway,Chemokine signaling pathway,Cholinergic synapse,Inositol phosphate metabolism,Kaposi sarcoma-associated herpesvirus infection,Metabolic pathways,Oxytocin signaling pathway,PI3K-Akt signaling pathway,Phospholipase D signaling pathway,Platelet activation,Salmonella infection,Toxoplasmosis,cGMP-PKG signaling pathway
PLN	Adrenergic signaling in cardiomyocytes,Calcium signaling pathway,Diabetic cardiomyopathy,Dilated cardiomyopathy,Thyroid hormone signaling pathway,cAMP signaling pathway,cGMP-PKG signaling pathway
PPP1CA	Adrenergic signaling in cardiomyocytes,Alcoholism,Amphetamine addiction,Cellular senescence,Diabetic cardiomyopathy,Dopaminergic synapse,Focal adhesion,Herpes simplex virus 1 infection,Hippo signaling pathway,Inflammatory mediator regulation of TRP channels,Insulin resistance,Insulin signaling pathway,Long-term potentiation,Oocyte meiosis,Oxytocin signaling pathway,Platelet activation,Proteoglycans in cancer,Regulation of actin cytoskeleton,Vascular smooth muscle contraction,cAMP signaling pathway,cGMP-PKG signaling pathway,mRNA surveillance pathway
PPP1CB	Adrenergic signaling in cardiomyocytes,Alcoholism,Amphetamine addiction,Cellular senescence,Diabetic cardiomyopathy,Dopaminergic synapse,Focal adhesion,Herpes simplex virus 1 infection,Hippo signaling pathway,Inflammatory mediator regulation of TRP channels,Insulin resistance,Insulin signaling pathway,Long-term potentiation,Oocyte meiosis,Oxytocin signaling pathway,Platelet activation,Proteoglycans in cancer,Regulation of actin cytoskeleton,Vascular smooth muscle contraction,cAMP signaling pathway,cGMP-PKG signaling pathway,mRNA surveillance pathway
PPP1CC	Adrenergic signaling in cardiomyocytes,Alcoholism,Amphetamine addiction,Cellular senescence,Diabetic cardiomyopathy,Dopaminergic synapse,Focal adhesion,Herpes simplex virus 1 infection,Hippo signaling pathway,Inflammatory mediator regulation of TRP channels,Insulin resistance,Insulin signaling pathway,Long-term potentiation,Oocyte meiosis,Oxytocin signaling pathway,Platelet activation,Proteoglycans in cancer,Regulation of actin cytoskeleton,Vascular smooth muscle contraction,cAMP signaling pathway,cGMP-PKG signaling pathway,mRNA surveillance pathway
PRKACB	Adrenergic signaling in cardiomyocytes,Alcoholism,Aldosterone synthesis and secretion,Amoebiasis,Amphetamine addiction,Apelin signaling pathway,Autophagy - animal,Bile secretion,Calcium signaling pathway,Chemical carcinogenesis - receptor activation,Chemokine signaling pathway,Cholinergic synapse,Circadian entrainment,Cocaine addiction,Cortisol synthesis and secretion,Cushing syndrome,Dilated cardiomyopathy,Dopaminergic synapse,Endocrine and other factor-regulated calcium reabsorption,Endocrine resistance,Estrogen signaling pathway,GABAergic synapse,Gap junction,Gastric acid secretion,Glucagon signaling pathway,Glutamatergic synapse,GnRH signaling pathway,Growth hormone synthesis secretion and action,Hedgehog signaling pathway,Human T-cell leukemia virus 1 infection,Human cytomegalovirus infection,Human papillomavirus infection,Inflammatory mediator regulation of TRP channels,Insulin secretion,Insulin signaling pathway,Long-term potentiation,Longevity regulating pathway,Longevity regulating pathway - multiple species,MAPK signaling pathway,Melanogenesis,Morphine addiction,Olfactory transduction,Oocyte meiosis,Ovarian steroidogenesis,Oxytocin signaling pathway,Parathyroid hormone synthesis secretion and action,Parkinson disease,Pathways in cancer,Platelet activation,Prion disease,Progesterone-mediated oocyte maturation,Proteoglycans in cancer,Ras signaling pathway,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renin secretion,Retrograde endocannabinoid signaling,Salivary secretion,Serotonergic synapse,Taste transduction,Thermogenesis,Thyroid hormone signaling pathway,Thyroid hormone synthesis,Tight junction,Vascular smooth muscle contraction,Vasopressin-regulated water reabsorption,Vibrio cholerae infection,Viral carcinogenesis,Wnt signaling pathway,cAMP signaling pathway
